Attribute_Name,Code_Value,Code Description,Entity Type_Name,
D_STATE_PRIMARY_SOURCE_CODE,GUP,"Purchased Groundwater UDI Surface water
",WATER_SYSTEM,
D_STATE_PRIMARY_SOURCE_CODE,GW,"Ground water
",WATER_SYSTEM,
D_STATE_PRIMARY_SOURCE_CODE,GWP,"Purchased ground water
",WATER_SYSTEM,
D_STATE_PRIMARY_SOURCE_CODE,SW,"Surface water
",WATER_SYSTEM,
D_STATE_PRIMARY_SOURCE_CODE,SWP,"Purchased surface water
",WATER_SYSTEM,
D_STATUS_CODE,P,"Potential
",ENFORCEMENT_ACTION,
D_STATUS_CODE,R,"Rejected
",ENFORCEMENT_ACTION,
D_STATUS_CODE,T,"Taken
",ENFORCEMENT_ACTION,
DATA_ORIGIN_CODE,H,"Headquarters
",VIOLATION,
DATA_ORIGIN_CODE,R,"Region
",VIOLATION,
DATA_ORIGIN_CODE,S,"State
",VIOLATION,
DATA_QUALITY_CODE,A,"Accepted.  The sample analytical result met the established QA acceptance criteria.
",SAMPLE_SUMMARY_RESULT,
DATA_QUALITY_CODE,A,"Accepted.  The sample analytical result met the established QA acceptance criteria.
",SAMPLE_ANALYTICAL_RESULT,
DATA_QUALITY_CODE,P,"Preliminary-- (or provisional) the sample result has been reported to a state agency informally (e.g. telephone report of Bacti positive result).

States have expressed requirements to not forward a preliminary result to EPA until the result is validated by the lab and state regulatory agency. Note that telephone reporting to the EPA regional offices would continue as per current practice.",SAMPLE_SUMMARY_RESULT,
DATA_QUALITY_CODE,P,"Preliminary-- (or provisional) the sample result has been reported to a state agency informally (e.g. telephone report of Bacti positive result).

States have expressed requirements to not forward a preliminary result to EPA until the result is validated by the lab and state regulatory agency. Note that telephone reporting to the EPA regional offices would continue as per current practice.",SAMPLE_ANALYTICAL_RESULT,
DATA_QUALITY_CODE,R,"Rejected. The sample analytical result did not meet the EPA QA acceptance criteria.
",SAMPLE_SUMMARY_RESULT,
DATA_QUALITY_CODE,R,"Rejected. The sample analytical result did not meet the EPA QA acceptance criteria.
",SAMPLE_ANALYTICAL_RESULT,
DATA_QUALITY_CODE,V,"Validated.   The sample analytical result is validated by the primacy agent.  Validation means that the sample analytical result meets the established data quality acceptance criteria.  In addition, the Water System received, evaluated, and accepted the sample analytical result and approved the result as valid data for use by the state or federal agencies. 
",SAMPLE_SUMMARY_RESULT,
DATA_QUALITY_CODE,V,"Validated.   The sample analytical result is validated by the primacy agent.  Validation means that the sample analytical result meets the established data quality acceptance criteria.  In addition, the Water System received, evaluated, and accepted the sample analytical result and approved the result as valid data for use by the state or federal agencies. 
",SAMPLE_ANALYTICAL_RESULT,
DATA_QUALITY_REASON_CODE,IF,"Instrument Failure
",SAMPLE_ANALYTICAL_RESULT,
DATA_QUALITY_REASON_CODE,LC,"Lab not certified
",SAMPLE_ANALYTICAL_RESULT,
DATA_QUALITY_REASON_CODE,LE,"Lab Error
",SAMPLE_ANALYTICAL_RESULT,
DATA_QUALITY_REASON_CODE,OT,"Other
",SAMPLE_ANALYTICAL_RESULT,
DATA_QUALITY_REASON_CODE,RC,"Requestor Cancelled
",SAMPLE_ANALYTICAL_RESULT,
DATA_QUALITY_REASON_CODE,WR,"Water System rejected the sample analytical result.
",SAMPLE_ANALYTICAL_RESULT,
DATA_TYPE,N,"numeric
",SAMPLE_ANALYSIS_MEASURE_TYPE,
DATA_TYPE,N,"numeric
",SAMPLE_MEASURE_TYPE,
DATA_TYPE,T,"text
",SAMPLE_MEASURE_TYPE,
DATA_TYPE,T,"text
",SAMPLE_ANALYSIS_MEASURE_TYPE,
DBM_GIARDIA_INACTIVATION_STATUS,APVD,"Approved
",TREATMENT_PLANT,
DBM_GIARDIA_INACTIVATION_STATUS,DENY,"Denied
",TREATMENT_PLANT,
DBM_GIARDIA_INACTIVATION_STATUS,DTMD,"Determined
",TREATMENT_PLANT,
DBM_GIARDIA_INACTIVATION_STATUS,NRQD,"Not Required
",TREATMENT_PLANT,
DBM_GIARDIA_INACTIVATION_STATUS,RECV,"Received
",TREATMENT_PLANT,
DBM_GIARDIA_INACTIVATION_STATUS,REQT,"Requested
",TREATMENT_PLANT,
DBM_GIARDIA_INACTIVATION_STATUS,RESB,"Resubmitted
",TREATMENT_PLANT,
DBM_GIARDIA_INACTIVATION_STATUS,RQD,"Required
",TREATMENT_PLANT,
DBM_GIARDIA_INACTIVATION_STATUS,RVWD,"Reviewed
",TREATMENT_PLANT,
DBM_GIARDIA_INACTIVATION_STATUS,URVW,"Under Review
",TREATMENT_PLANT,
DBM_VIRUS_INACTIVATION_STATUS,APVD,"Approved
",TREATMENT_PLANT,
DBM_VIRUS_INACTIVATION_STATUS,DENY,"Denied
",TREATMENT_PLANT,
DBM_VIRUS_INACTIVATION_STATUS,DTMD,"Determined
",TREATMENT_PLANT,
DBM_VIRUS_INACTIVATION_STATUS,NRQD,"Not Required
",TREATMENT_PLANT,
DBM_VIRUS_INACTIVATION_STATUS,RECV,"Received
",TREATMENT_PLANT,
DBM_VIRUS_INACTIVATION_STATUS,REQT,"Requested
",TREATMENT_PLANT,
DBM_VIRUS_INACTIVATION_STATUS,RESB,"Resubmitted
",TREATMENT_PLANT,
DBM_VIRUS_INACTIVATION_STATUS,RQD,"Required
",TREATMENT_PLANT,
DBM_VIRUS_INACTIVATION_STATUS,RVWD,"Reviewed
",TREATMENT_PLANT,
DBM_VIRUS_INACTIVATION_STATUS,URVW,"Under Review
",TREATMENT_PLANT,
DEF_SANITARY_SURVEY_CATEGORY,DS,"Distribution System
",CDS_DEFICIENCY,
DEF_SANITARY_SURVEY_CATEGORY,FI,"Financial
",CDS_DEFICIENCY,
DEF_SANITARY_SURVEY_CATEGORY,FW,"Finished Water Storage
",CDS_DEFICIENCY,
DEF_SANITARY_SURVEY_CATEGORY,MR,"Monitoring and Requirements (M&R)/Data Verification
",CDS_DEFICIENCY,
DEF_SANITARY_SURVEY_CATEGORY,OC,"Operator Compliance with State Requirements
",CDS_DEFICIENCY,
DEF_SANITARY_SURVEY_CATEGORY,OT,"Other
",CDS_DEFICIENCY,
DEF_SANITARY_SURVEY_CATEGORY,PU,"Pump/Pumping Facility & Control
",CDS_DEFICIENCY,
DEF_SANITARY_SURVEY_CATEGORY,SE,"Security
",CDS_DEFICIENCY,
DEF_SANITARY_SURVEY_CATEGORY,SM,"System Management & Operation
",CDS_DEFICIENCY,
DEF_SANITARY_SURVEY_CATEGORY,SO,"Source
",CDS_DEFICIENCY,
DEF_SANITARY_SURVEY_CATEGORY,TR,"Treatment
",CDS_DEFICIENCY,
DEF_SANITARY_SURVEY_CATEGORY,UK,"Unknown
",CDS_DEFICIENCY,
DEF_SEVERITY,MIN,"Minor
",CDS_DEFICIENCY,
DEF_SEVERITY,NON,"None
",CDS_DEFICIENCY,
DEF_SEVERITY,REC,"Recommendation made
",CDS_DEFICIENCY,
DEF_SEVERITY,SIG,"Significant
",CDS_DEFICIENCY,
DEFAULT_CATEGORY_CODE,DS,"Distribution System
",DEFICIENCY_TYPE,
DEFAULT_CATEGORY_CODE,FI,"Financial
",DEFICIENCY_TYPE,
DEFAULT_CATEGORY_CODE,FW,"Finished Water Storage
",DEFICIENCY_TYPE,
DEFAULT_CATEGORY_CODE,MR,"Monitoring and Requirements (M&R)/Data Verification
",DEFICIENCY_TYPE,
DEFAULT_CATEGORY_CODE,OC,"Operator Compliance with State Requirements
",DEFICIENCY_TYPE,
DEFAULT_CATEGORY_CODE,OT,"Other
",DEFICIENCY_TYPE,
DEFAULT_CATEGORY_CODE,PU,"Pump/Pumping Facility & Control
",DEFICIENCY_TYPE,
DEFAULT_CATEGORY_CODE,SE,"Security
",DEFICIENCY_TYPE,
DEFAULT_CATEGORY_CODE,SM,"System Management & Operation
",DEFICIENCY_TYPE,
DEFAULT_CATEGORY_CODE,SO,"Source
",DEFICIENCY_TYPE,
DEFAULT_CATEGORY_CODE,TR,"Treatment
",DEFICIENCY_TYPE,
DEFAULT_CATEGORY_CODE,UK,"Unknown
",DEFICIENCY_TYPE,
DEFAULT_METHOD_IND,N,"No
",LAB_ANALYTE_METHOD_ASGMT,
DEFAULT_METHOD_IND,Y,"Yes
",LAB_ANALYTE_METHOD_ASGMT,
DEFAULT_SEVERITY_CODE,MIN,"Minor
",DEFICIENCY_TYPE,
DEFAULT_SEVERITY_CODE,REC,"Recommendation made
",DEFICIENCY_TYPE,
DEFAULT_SEVERITY_CODE,SIG,"Significant
",DEFICIENCY_TYPE,
DELETE_FLAG,A,"ALLOW INDIVIDUAL VALUE DELETE
",CODE,
DELETE_FLAG,C,"CASCADE DELETE
",CODE,
DELETE_FLAG,D,"DISALLOW DELETE
",CODE,
DEVIATION_INDICATOR_CODE,N,"= No - no deviation exists
",SAMPLE_SCHEDULE,
DEVIATION_INDICATOR_CODE,Y,"= Yes - deviation exists
",SAMPLE_SCHEDULE,
DTF_FILE_STATUS,A,"Accepted into SDWIS/FED -  the stutus of a successfully executed instance of Migration to SDWIS/FED: Sampling (batch run) after the user has selected the record that represents the instance/batch run in the Post SDWIS/FED Batch Selection List and pressed the Accept pushbutton.  (Only batch runs of status P, that is, those that have successfully completed execution, are candidates for doing this.)  By ""accepting"" the batch run record, the user indicates to SDWIS/STATE that the sample results that were included in the ""accepted"" batch run have been accepted by SDWIS/FED.  This action sets the SDWIS/FED Status of those SDWIS/STATE sample results to A (Accepted).
",SDWISFED_BATCH,
DTF_FILE_STATUS,D,"Dry Run - the new status of a previously executed instance of Migration to SDWIS/FED: Sampling (batch run) that was set to P (pending) but has not subsequently been set to A (accepted) and has now automatically been set to D (dry run) as the result of a new instance/batch run of the execution of Migration to SDWIS/FED: Sampling.  When the instance/batch run record is set to D, the DTF file that was created as a result of that batch run is deleted.
",SDWISFED_BATCH,
DTF_FILE_STATUS,F,"Failed - The default status of a currently executing instance of Migration to SDWIS/FED: Sampling (batch run) which remains F until the instance/batch run has successfully completed execution at which time it is reset to P (pending).  If the instance/batch run terminates prior to completion, its status remains F (failed), thereby informing the user that the instance/batch run did not successfully complete execution. A failed batch run can be reexecuted.   
",SDWISFED_BATCH,
DTF_FILE_STATUS,P,"Pending Acceptance -  The status of a successfully completed instance of the execution of Migration to SDWIS/FED: Sampling (batch run).   Only batch runs of status P, that is, those that have successfully completed execution, are candidates for indicating that the SDWIS/STATE Sample Results that were included in the batch run have been accepted by SDWIS/FED (selecting the record in the Post SDWIS/FED Batch Selection List and pressing the Accept pushbutton).  
",SDWISFED_BATCH,
DY_AOP,FYR,"(Year Long) - Entered or calculated number of days operating equals 365.
",WATER_SYSTEM_GROUP,
DY_AOP,LSE,"(Long season, i.e., 180 days to 364 days) - Entered or calculated number of days operating is >179 and <365.
",WATER_SYSTEM_GROUP,
DY_AOP,LT60,"(0 to 59 days) - Entered or calculated number of days in operation is 0 to 59.
",WATER_SYSTEM_GROUP,
DY_AOP,SE,"(Seasonal) - Entered or calculated number of days operating is >0 and <365.
",WATER_SYSTEM_GROUP,
DY_AOP,SSE,"(Short season, i.e., 60 days to 179 days) - Entered or calculated number of days operating is >59 or <180.
",WATER_SYSTEM_GROUP,
FBR_ALTERNATE_RETURN_LOC_RQS,APVD,"Approved
",TREATMENT_PLANT,
FBR_ALTERNATE_RETURN_LOC_RQS,DENY,"Denied
",TREATMENT_PLANT,
FBR_ALTERNATE_RETURN_LOC_RQS,DTMD,"Determined
",TREATMENT_PLANT,
FBR_ALTERNATE_RETURN_LOC_RQS,NRQD,"Not Required
",TREATMENT_PLANT,
FBR_ALTERNATE_RETURN_LOC_RQS,RECV,"Received
",TREATMENT_PLANT,
FBR_ALTERNATE_RETURN_LOC_RQS,REQT,"Requested
",TREATMENT_PLANT,
FBR_ALTERNATE_RETURN_LOC_RQS,RESB,"Resubmitted
",TREATMENT_PLANT,
FBR_ALTERNATE_RETURN_LOC_RQS,RQD,"Required
",TREATMENT_PLANT,
FBR_ALTERNATE_RETURN_LOC_RQS,RVWD,"Reviewed
",TREATMENT_PLANT,
FBR_ALTERNATE_RETURN_LOC_RQS,URVW,"Under Review
",TREATMENT_PLANT,
FBR_CORRECTIVE_ACTION_RQS,APVD,"Approved
",TREATMENT_PLANT,
FBR_CORRECTIVE_ACTION_RQS,DENY,"Denied
",TREATMENT_PLANT,
FBR_CORRECTIVE_ACTION_RQS,DTMD,"Determined
",TREATMENT_PLANT,
FBR_CORRECTIVE_ACTION_RQS,NRQD,"Not Required
",TREATMENT_PLANT,
FBR_CORRECTIVE_ACTION_RQS,RECV,"Received
",TREATMENT_PLANT,
FBR_CORRECTIVE_ACTION_RQS,REQT,"Requested
",TREATMENT_PLANT,
FBR_CORRECTIVE_ACTION_RQS,RESB,"Resubmitted
",TREATMENT_PLANT,
FBR_CORRECTIVE_ACTION_RQS,RQD,"Required
",TREATMENT_PLANT,
FBR_CORRECTIVE_ACTION_RQS,RVWD,"Reviewed
",TREATMENT_PLANT,
FBR_CORRECTIVE_ACTION_RQS,URVW,"Under Review
",TREATMENT_PLANT,
FBR_SCHEMATIC_STATUS,APVD,"Approved
",TREATMENT_PLANT,
FBR_SCHEMATIC_STATUS,DENY,"Denied
",TREATMENT_PLANT,
FBR_SCHEMATIC_STATUS,DTMD,"Determined
",TREATMENT_PLANT,
FBR_SCHEMATIC_STATUS,N,"No -  A filter backwash schematic is not required.

",TREATMENT_PLANT,
FBR_SCHEMATIC_STATUS,NRQD,"Not Required
",TREATMENT_PLANT,
FBR_SCHEMATIC_STATUS,RECV,"Received
",TREATMENT_PLANT,
FBR_SCHEMATIC_STATUS,REQT,"Requested
",TREATMENT_PLANT,
FBR_SCHEMATIC_STATUS,RESB,"Resubmitted
",TREATMENT_PLANT,
FBR_SCHEMATIC_STATUS,RQD,"Required
",TREATMENT_PLANT,
FBR_SCHEMATIC_STATUS,RVWD,"Reviewed
",TREATMENT_PLANT,
FBR_SCHEMATIC_STATUS,URVW,"Under Review
",TREATMENT_PLANT,
FBR_SCHEMATIC_STATUS,Y,"Yes - A filter backwash schematic is required.
",TREATMENT_PLANT,
FED_REPORT_PERIOD_TYPE,,"(For state-defined violation types)
",VIOLATION_TYPE,
FED_REPORT_PERIOD_TYPE,CP,"The Compliance Period Begin and End Date should be reported to the SDWIS/FED for any violation using this violation type.
",VIOLATION_TYPE,
FED_REPORT_PERIOD_TYPE,QT,"The Violation Period Begin Date should be reported to SDWIS/FED for any violation using this Violation Type.
",VIOLATION_TYPE,
FED_REPORT_PERIOD_TYPE,RA,"Running Annual Average Period
",VIOLATION_TYPE,
FED_REPORT_PERIOD_TYPE,VP,"The Violation Period Beign Date should be preported to SDWIS/FED for any violation using this Violation Type.
",VIOLATION_TYPE,
FLOW_RATE_UOM_CODE,ACF,"Acre Feet
",WSF_FLOW_RATE,
FLOW_RATE_UOM_CODE,ACF,"Acre Feet
",TREATMENT_UNIT_FLOW_RATE,
FLOW_RATE_UOM_CODE,ACF,"Acre Feet
",WS_FLOW_RATE,
FLOW_RATE_UOM_CODE,FTPM,"Feet per Minute
",TREATMENT_UNIT_FLOW_RATE,
FLOW_RATE_UOM_CODE,GAL,"Gallons
",WSF_FLOW_RATE,
FLOW_RATE_UOM_CODE,GAL,"Gallons
",TREATMENT_UNIT_FLOW_RATE,
FLOW_RATE_UOM_CODE,GAL,"Gallons
",WS_FLOW_RATE,
FLOW_RATE_UOM_CODE,GPD,"Gallons per Day
",WSF_FLOW_RATE,
FLOW_RATE_UOM_CODE,GPD,"Gallons per Day
",TREATMENT_UNIT_FLOW_RATE,
FLOW_RATE_UOM_CODE,GPD,"Gallons Per Day
",WS_FLOW_RATE,
FLOW_RATE_UOM_CODE,GPM,"Gallons per Minute
",WSF_FLOW_RATE,
FLOW_RATE_UOM_CODE,GPM,"Gallons per Min
",TREATMENT_UNIT_FLOW_RATE,
FLOW_RATE_UOM_CODE,GPM,"Gallons Per Min
",WS_FLOW_RATE,
FLOW_RATE_UOM_CODE,GPMPF,"Gallons per Minute per Foot
",WSF_FLOW_RATE,
FLOW_RATE_UOM_CODE,GPMPF,"Gallons per Minute per Foot
",TREATMENT_UNIT_FLOW_RATE,
FLOW_RATE_UOM_CODE,GPMPF,"Gallons Per Minute Per Foot
",WS_FLOW_RATE,
FLOW_RATE_UOM_CODE,LBPF2,"pounds (LB) per Square Feet
",WSF_FLOW_RATE,
FLOW_RATE_UOM_CODE,LBPF2,"pounds (LB) per Square Feet
",TREATMENT_UNIT_FLOW_RATE,
FLOW_RATE_UOM_CODE,LBPF2,"pounds (LB) Per Square Feet
",WS_FLOW_RATE,
FLOW_RATE_UOM_CODE,LBPMG,"pounds (LB) per Million Gallons
",WSF_FLOW_RATE,
FLOW_RATE_UOM_CODE,LBPMG,"pounds (LB) per Million Gallons
",TREATMENT_UNIT_FLOW_RATE,
FLOW_RATE_UOM_CODE,LBPMG,"pounds (LB) Per Million Gallons
",WS_FLOW_RATE,
FLOW_RATE_UOM_CODE,MGD,"Million Gallons per Day
",WSF_FLOW_RATE,
FLOW_RATE_UOM_CODE,MGD,"Million Gallons per Day
",TREATMENT_UNIT_FLOW_RATE,
FLOW_RATE_UOM_CODE,MGD,"Million Gallons Per Day
",WS_FLOW_RATE,
FLOW_RATE_UOM_CODE,MGDPF2,"Million Gallons per Day per Square Feet
",WSF_FLOW_RATE,
FLOW_RATE_UOM_CODE,MGDPF2,"Million Gallons per Day per Square Feet
",TREATMENT_UNIT_FLOW_RATE,
FLOW_RATE_UOM_CODE,MGDPF2,"Million Gallons Per Day Per Square Feet
",WS_FLOW_RATE,
FLOW_RATE_UOM_CODE,MGL,"Million Gallons
",WSF_FLOW_RATE,
FLOW_RATE_UOM_CODE,MGL,"Million Gallons
",TREATMENT_UNIT_FLOW_RATE,
FLOW_RATE_UOM_CODE,MGL,"Million Gallons
",WS_FLOW_RATE,
FLOW_RATE_UOM_CODE,MGM,"Million Gallons per Minute
",WSF_FLOW_RATE,
FLOW_RATE_UOM_CODE,MGM,"Million Gallons per Min
",TREATMENT_UNIT_FLOW_RATE,
FLOW_RATE_UOM_CODE,MGM,"Million Gallons Per Min
",WS_FLOW_RATE,
FLOW_RATE_UOM_CODE,RPM,"Revolutions per Minute
",WSF_FLOW_RATE,
FLOW_RATE_UOM_CODE,RPM,"Revolutions per Minute
",TREATMENT_UNIT_FLOW_RATE,
FLOW_RATE_UOM_CODE,RPM,"Revolutions Per Minute
",WS_FLOW_RATE,
FREQUENCY_PERIOD,DY,"Day(s)  
",SITE_VISIT,
FREQUENCY_PERIOD,MN,"Month(s)
",SITE_VISIT,
FREQUENCY_PERIOD,WK,"Week(s)
",SITE_VISIT,
FREQUENCY_PERIOD,YR,"Year(s)
",SITE_VISIT,
GROUP_TYPE,DY,"Dynamic
",WATER_SYSTEM_GROUP,
GROUP_TYPE,JU,"Jurisdictional
",WATER_SYSTEM_GROUP,
GROUP_TYPE,PR,"Private
",WATER_SYSTEM_GROUP,
GROUP_TYPE,ST,"Static
",WATER_SYSTEM_GROUP,
HIGHEST_DEFICIENCY,MIN,"Minimum
",SITE_VISIT,
HIGHEST_DEFICIENCY,NON,"No deficiencies
",SITE_VISIT,
HIGHEST_DEFICIENCY,REC,"Recommendation
",SITE_VISIT,
HIGHEST_DEFICIENCY,SIG,"Significant
",SITE_VISIT,
INDICATOR_VALUE_CODE,ADQTE,"adequate
",WSF_INDICATOR,
INDICATOR_VALUE_CODE,ADQTE,"Adequate
",TREATMENT_UNIT_INDICATOR,
INDICATOR_VALUE_CODE,ADQTE,"Adequate
",WS_INDICATOR,
INDICATOR_VALUE_CODE,AVBL,"available
",WSF_INDICATOR,
INDICATOR_VALUE_CODE,AVBL,"Available
",WS_INDICATOR,
INDICATOR_VALUE_CODE,AVG,"average
",WSF_INDICATOR,
INDICATOR_VALUE_CODE,AVG,"Average
",TREATMENT_UNIT_INDICATOR,
INDICATOR_VALUE_CODE,AVG,"Average
",WS_INDICATOR,
INDICATOR_VALUE_CODE,AVLBL,"Available
",TREATMENT_UNIT_INDICATOR,
INDICATOR_VALUE_CODE,INSFT,"insufficient
",WSF_INDICATOR,
INDICATOR_VALUE_CODE,INSFT,"Insufficient
",TREATMENT_UNIT_INDICATOR,
INDICATOR_VALUE_CODE,INSFT,"Insufficient
",WS_INDICATOR,
INDICATOR_VALUE_CODE,NO,"no
",WSF_INDICATOR,
INDICATOR_VALUE_CODE,NOABL,"not available
",WSF_INDICATOR,
INDICATOR_VALUE_CODE,NOABL,"Not Available
",WS_INDICATOR,
INDICATOR_VALUE_CODE,NTAVL,"Not Available
",TREATMENT_UNIT_INDICATOR,
INDICATOR_VALUE_CODE,POOR,"poor
",WSF_INDICATOR,
INDICATOR_VALUE_CODE,PRFC,"Perfect
",TREATMENT_UNIT_INDICATOR,
INDICATOR_VALUE_CODE,PRFCT,"perfect
",WSF_INDICATOR,
INDICATOR_VALUE_CODE,PRFCT,"Perfect
",WS_INDICATOR,
INDICATOR_VALUE_CODE,SUPR,"superior
",WSF_INDICATOR,
INDICATOR_VALUE_CODE,SUPR,"Superior
",TREATMENT_UNIT_INDICATOR,
INDICATOR_VALUE_CODE,SUPR,"Superior
",WS_INDICATOR,
INDICATOR_VALUE_CODE,UNK,"unknown
",WSF_INDICATOR,
INDICATOR_VALUE_CODE,UNK,"Unknown
",TREATMENT_UNIT_INDICATOR,
INDICATOR_VALUE_CODE,UNK,"Unknown
",WS_INDICATOR,
INDICATOR_VALUE_CODE,YES,"yes
",WSF_INDICATOR,
INDIV_FILTER_MNTRNG_REQD_FLAG,N,"No
",FACILITY_ANALYTE_LEVEL,
INDIV_FILTER_MNTRNG_REQD_FLAG,Y,"Yes
",FACILITY_ANALYTE_LEVEL,
LEAD_AND_COPPER_SAMPLE_TYPE_CODE,ATS,"At Source
",SAMPLE,
LEAD_AND_COPPER_SAMPLE_TYPE_CODE,FLS,"flushed
",SAMPLE,
LEAD_AND_COPPER_SAMPLE_TYPE_CODE,FSD,"first draw
",SAMPLE,
LEAD_AND_COPPER_SAMPLE_TYPE_CODE,LSL,"lead service line
",SAMPLE,
LEAD_AND_COPPER_TIER_LEVEL_TEXT,1,"single family > 1982
",SAMPLING_POINT_HISTORY,
LEAD_AND_COPPER_TIER_LEVEL_TEXT,1,"single family > 1982
",SAMPLING_POINT,
LEAD_AND_COPPER_TIER_LEVEL_TEXT,2,"multiple family > 1982
",SAMPLING_POINT_HISTORY,
LEAD_AND_COPPER_TIER_LEVEL_TEXT,2,"multiple family > 1982
",SAMPLING_POINT,
LEAD_AND_COPPER_TIER_LEVEL_TEXT,3,"single family < 1983
",SAMPLING_POINT_HISTORY,
LEAD_AND_COPPER_TIER_LEVEL_TEXT,3,"single family < 1983
",SAMPLING_POINT,
LEAD_AND_COPPER_TIER_LEVEL_TEXT,N,"Non Tier
",SAMPLING_POINT_HISTORY,
LEAD_AND_COPPER_TIER_LEVEL_TEXT,N,"Non Tier
",SAMPLING_POINT,
LEAD_AND_COPPER_TIER_TYPE_TEXT,CU<83,"Single family structures that contain copper pipes with lead solder installed before 1983.
",SAMPLING_POINT_HISTORY,
LEAD_AND_COPPER_TIER_TYPE_TEXT,CU<83,"Single family structures that contain copper pipes with lead solder installed before 1983.
",SAMPLING_POINT,
LEAD_AND_COPPER_TIER_TYPE_TEXT,CU<83N,"CU<83 Non-Res
",SAMPLING_POINT_HISTORY,
LEAD_AND_COPPER_TIER_TYPE_TEXT,CU<83N,"CU<83 Non-Res
",SAMPLING_POINT,
LEAD_AND_COPPER_TIER_TYPE_TEXT,CU>82M,"Multiple family structures that contain copper pipes with lead solder installed after 1982.
",SAMPLING_POINT_HISTORY,
LEAD_AND_COPPER_TIER_TYPE_TEXT,CU>82M,"Multiple family structures that contain copper pipes with lead solder installed after 1982.
",SAMPLING_POINT,
LEAD_AND_COPPER_TIER_TYPE_TEXT,CU>82N,"CU>82 Non-Res
",SAMPLING_POINT_HISTORY,
LEAD_AND_COPPER_TIER_TYPE_TEXT,CU>82N,"CU>82 Non-Res
",SAMPLING_POINT,
LEAD_AND_COPPER_TIER_TYPE_TEXT,CU>82S,"Single family structures that contain copper pipes with lead solder installed after 1982.
",SAMPLING_POINT_HISTORY,
LEAD_AND_COPPER_TIER_TYPE_TEXT,CU>82S,"Single family structures that contain copper pipes with lead solder installed after 1982.
",SAMPLING_POINT,
LEAD_AND_COPPER_TIER_TYPE_TEXT,LSLM,"Multiple family structures served by a lead service line.
",SAMPLING_POINT_HISTORY,
LEAD_AND_COPPER_TIER_TYPE_TEXT,LSLM,"Multiple family structures served by a lead service line.
",SAMPLING_POINT,
LEAD_AND_COPPER_TIER_TYPE_TEXT,LSL-NR,"LSL Non-Res
",SAMPLING_POINT_HISTORY,
LEAD_AND_COPPER_TIER_TYPE_TEXT,LSL-NR,"LSL Non-Res
",SAMPLING_POINT,
LEAD_AND_COPPER_TIER_TYPE_TEXT,LSLS,"Single family structures served by a lead service line.
",SAMPLING_POINT_HISTORY,
LEAD_AND_COPPER_TIER_TYPE_TEXT,LSLS,"Single family structures served by a lead service line.
",SAMPLING_POINT,
LEAD_AND_COPPER_TIER_TYPE_TEXT,NT-M,"Non-Tier, SFR
",SAMPLING_POINT_HISTORY,
LEAD_AND_COPPER_TIER_TYPE_TEXT,NT-M,"Non-Tier, SFR
",SAMPLING_POINT,
LEAD_AND_COPPER_TIER_TYPE_TEXT,NT-NR,"Non-Tier, Non-Res
",SAMPLING_POINT_HISTORY,
LEAD_AND_COPPER_TIER_TYPE_TEXT,NT-NR,"Non-Tier, Non-Res
",SAMPLING_POINT,
LEAD_AND_COPPER_TIER_TYPE_TEXT,NT-S,"Non-Tier, MFR
",SAMPLING_POINT_HISTORY,
LEAD_AND_COPPER_TIER_TYPE_TEXT,NT-S,"Non-Tier, MFR
",SAMPLING_POINT,
LEAD_AND_COPPER_TIER_TYPE_TEXT,PBPM,"Multiple family structures containing lead pipes.
",SAMPLING_POINT_HISTORY,
LEAD_AND_COPPER_TIER_TYPE_TEXT,PBPM,"Multiple family structures containing lead pipes.
",SAMPLING_POINT,
LEAD_AND_COPPER_TIER_TYPE_TEXT,PBP-NR,"Pb Pipe Non-Res
",SAMPLING_POINT_HISTORY,
LEAD_AND_COPPER_TIER_TYPE_TEXT,PBP-NR,"Pb Pipe Non-Res
",SAMPLING_POINT,
LEAD_AND_COPPER_TIER_TYPE_TEXT,PBPS,"Single family structures containing lead pipes.
",SAMPLING_POINT,
LEAD_AND_COPPER_TIER_TYPE_TEXT,PBPS,"Single family structures containing lead pipes.
",SAMPLING_POINT_HISTORY,
LESS_THAN_CODE,MDL,"The lab reported the analytical result was less than the METHOD DETECTION LIMIT.

",SAMPLE_ANALYTICAL_RESULT,
LESS_THAN_CODE,MRL,"The lab reported the analytical result was less than the MINIMUM REPORTING LEVEL.
",SAMPLE_ANALYTICAL_RESULT,
LESS_THAN_INDICATOR,Y,"The result  is ""less than"" the Lab Reporting Limit or ""less than"" the Regulatory Minimum Reporting Limit.
",SAMPLE_ANALYTICAL_RESULT,
LEVEL_COMPLIANCE_INDICATOR,N,"No - Level Compliance not met
",MDBP_SUMMARY,
LEVEL_COMPLIANCE_INDICATOR,Y,"Yes - Level Compliance met
",MDBP_SUMMARY,
MAR_COUNT_TYPE,CFU,"Colonly Forming Units per milliliter
",CDS_SAMPLE_RESULT,
MAR_COUNT_TYPE,COLONIES,"using Membrane Filter Method
",CDS_SAMPLE_RESULT,
MAR_COUNT_TYPE,CYSTSC,"Cysts, calculated (for Giardia lamblia)
",CDS_SAMPLE_RESULT,
MAR_COUNT_TYPE,CYSTSO,"Cysts, observed (for Giardia Lamblia)
",CDS_SAMPLE_RESULT,
MAR_COUNT_TYPE,MPN,"Most Probable Number per 100ml
",CDS_SAMPLE_RESULT,
